전공/계열	학년	이수구분	인재상	학수번호	교과목명	학점	교수	교시	강의실(건물명)	인원	강의계획서	강의평가	비고  1  1  1  1  1  1  1  1  1  1  1  1
컴퓨터공학부 [405940]	1	교필	소통	KYC55-A2	글쓰기의기초	3	김민환	화(13:00~14:15)화(14:30~15:45)	3408()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-A3	글쓰기의기초	3	유예원	화(13:00~14:15)화(14:30~15:45)	3412()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-A4	글쓰기의기초	3	한정미	화(13:00~14:15)화(14:30~15:45)	3410()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-B1	글쓰기의기초	3	이은정	화(16:00~17:15)화(17:30~18:45)	20502()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-B2	글쓰기의기초	3	송주현	금(13:00~14:15)금(14:30~15:45)	20505()	30/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-B3	글쓰기의기초	3	김민환	화(16:00~17:15)화(17:30~18:45)	3408()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-B4	글쓰기의기초	3	유예원	화(16:00~17:15)화(17:30~18:45)	3412()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-B5	글쓰기의기초	3	한정미	화(16:00~17:15)화(17:30~18:45)	3410()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-C1	글쓰기의기초	3	서경희	목(13:00~14:15)목(14:30~15:45)	3409()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-C2	글쓰기의기초	3	송주현	목(13:00~14:15)목(14:30~15:45)	20505()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-C3	글쓰기의기초	3	강아람	목(13:00~14:15)목(14:30~15:45)	3410()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-C4	글쓰기의기초	3	계광수	목(13:00~14:15)목(14:30~15:45)	3412()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-C5	글쓰기의기초	3	서영화	목(13:00~14:15)목(14:30~15:45)	3407()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-D1	글쓰기의기초	3	강아람	목(16:00~17:15)목(17:30~18:45)	3410()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-D2	글쓰기의기초	3	계광수	목(16:00~17:15)목(17:30~18:45)	3412()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-D3	글쓰기의기초	3	서영화	목(16:00~17:15)목(17:30~18:45)	3407()	30/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-E1	글쓰기의기초	3	이은정	금(09:30~10:45)금(11:00~12:15)	20502()	31/31	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-E2	글쓰기의기초	3	서경희	금(09:30~10:45)금(11:00~12:15)	3503()	31/31	조회	조회	강의실변경 : 3409 > 3503 / 경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	소통	KYC55-E3	글쓰기의기초	3	유영국	금(09:30~10:45)금(11:00~12:15)	3408()	31/31			경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / ~2022학번 수강X 기존 글쓰기의기초와 다른 교과목
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A1	컴퓨팅사고와SW코딩	3	김보경	화(09:30~10:45)	18424()	48/48	조회	조회	신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A2	컴퓨팅사고와SW코딩	3	김보경	화(11:00~12:15)	18309()	55/55	조회	조회	신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A3	컴퓨팅사고와SW코딩	3	박종현	화(11:00~12:15)	18308()	43/43	조회	조회	신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A4	컴퓨팅사고와SW코딩	3	강혁	수(09:30~10:45)	18309()	54/55			신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A5	컴퓨팅사고와SW코딩	3	강혁	수(11:00~12:15)	18309()	55/55			신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A6	컴퓨팅사고와SW코딩	3	윤정희	목(09:30~10:45)	18309()	54/55	조회	조회	신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-A7	컴퓨팅사고와SW코딩	3	윤정희	목(11:00~12:15)	18424()	47/48	조회	조회	신학 / 인문 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-B1	컴퓨팅사고와SW코딩	3	박종현	월(13:00~14:15)	18309()	49/50	조회	조회	경제통상, 국제지역 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-B2	컴퓨팅사고와SW코딩	3	강혁	수(13:00~14:15)	18309()	38/50			경제통상, 국제지역 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-B3	컴퓨팅사고와SW코딩	3	윤정희	목(13:00~14:15)	18309()	49/50	조회	조회	경제통상, 국제지역 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-C1	컴퓨팅사고와SW코딩	3	나경욱	월(13:00~14:15)	18308()	39/43	조회	조회	글로벌, 공공인재 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-C2	컴퓨팅사고와SW코딩	3	박종현	수(11:00~12:15)	18308()	40/43	조회	조회	글로벌, 공공인재 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필	지식정보	KYC56-D1	컴퓨팅사고와SW코딩	3	박종현	월(11:00~12:15)	18308()	34/40	조회	조회	특수체육학 계열 수강 / 교양필수
컴퓨터공학부 [405940]	1	교필		KY677-P3	대학생활길잡이	1	정희진	수(18:50~19:40)	3412()	13/15	조회	조회	교양필수 / 경제통상·국제지역계열 C반 수강 / 재학생, 편입생 : 국제경제학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Q1	대학생활길잡이	1	김경민	수(18:50~19:40)	18102()	12/16			교양필수 / 경영·미디어계열 A반 수강 / 재학생, 편입생 : 경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Q3	대학생활길잡이	1	이건범	수(18:50~19:40)	18103()	10/15	조회	조회	교양필수 / 경영·미디어계열 A반 수강 / 재학생, 편입생 : 경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Q4	대학생활길잡이	1	박규호	수(18:50~19:40)	18104()	11/15	조회	조회	교양필수 / 경영·미디어계열 A반 수강 / 재학생, 편입생 : 경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Q5	대학생활길잡이	1	정의범	수(18:50~19:40)	18101()	8/15	조회	조회	교양필수 / 경영·미디어계열 A반 수강 / 재학생, 편입생 : 경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Q6	대학생활길잡이	1	김경민	수(18:50~19:40)	18105()	10/15			교양필수 / 경영·미디어계열 A반 수강 / 재학생, 편입생 : 경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-R1	대학생활길잡이	1	문철수	수(18:50~19:40)	18106()	14/13	조회		교양필수 / 경영·미디어계열 D반 수강 / 재학생, 편입생 : 미영광홍 신청
컴퓨터공학부 [405940]	1	교필		KY677-R2	대학생활길잡이	1	채희상	수(18:50~19:40)	18211-1()	14/13	조회	조회	교양필수 / 경영·미디어계열 D반 수강 / 재학생, 편입생 : 미영광홍 신청
컴퓨터공학부 [405940]	1	교필		KY677-R3	대학생활길잡이	1	지원배	수(18:50~19:40)	18212()	15/13	조회	조회	교양필수 / 경영·미디어계열 D반 수강 / 재학생, 편입생 : 미영광홍 신청
컴퓨터공학부 [405940]	1	교필		KY677-R4	대학생활길잡이	1	박혜영	수(18:50~19:40)	18212-1()	22/13		조회	교양필수 / 경영·미디어계열 D반 수강 / 재학생, 편입생 : 미영광홍 신청
컴퓨터공학부 [405940]	1	교필		KY677-S1	대학생활길잡이	1	김상욱	수(18:50~19:40)	7305()	13/10	조회	조회	교양필수 / 경영·미디어계열 B반 수강 / 재학생, 편입생 : IT경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-S2	대학생활길잡이	1	신재우	수(18:50~19:40)	7106()	9/20	조회		교양필수 / 경영·미디어계열 B반 수강 / 재학생, 편입생 : IT경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-S4	대학생활길잡이	1	이남연	수(18:50~19:40)	7301()	9/20	조회	조회	교양필수 / 경영·미디어계열 B반 수강 / 재학생, 편입생 : IT경영학 신청
컴퓨터공학부 [405940]	1	교필		KY677-T1	대학생활길잡이	1	장종익	수(18:50~19:40)	3207()	8/15		조회	교양필수 / 경영·미디어계열 C반 수강 / 재학생, 편입생 : 글로벌비즈니스학 신청
컴퓨터공학부 [405940]	1	교필		KY677-T2	대학생활길잡이	1	양영수	수(18:50~19:40)	3308()	9/15	조회	조회	교양필수 / 경영·미디어계열 C반 수강 / 재학생, 편입생 : 글로벌비즈니스학 신청
컴퓨터공학부 [405940]	1	교필		KY677-T3	대학생활길잡이	1	유한나	수(18:50~19:40)	3505()	10/15	조회	조회	교양필수 / 경영·미디어계열 C반 수강 / 재학생, 편입생 : 글로벌비즈니스학 신청
컴퓨터공학부 [405940]	1	교필		KY677-T4	대학생활길잡이	1	유현미	수(18:50~19:40)	3506()	8/15	조회		교양필수 / 경영·미디어계열 C반 수강 / 재학생, 편입생 : 글로벌비즈니스학 신청
컴퓨터공학부 [405940]	1	교필		KY677-U1	대학생활길잡이	1	박기현	월(18:50~19:40)	7215()	10/18	조회	조회	교양필수 / 이공계융합계열 A반 수강 / 재학생, 편입생 : 수리금융학 신청
컴퓨터공학부 [405940]	1	교필		KY677-U2	대학생활길잡이	1	정재웅	월(18:50~19:40)	7315()	13/18		조회	교양필수 / 이공계융합계열 A반 수강 / 재학생, 편입생 : 수리금융학 신청
컴퓨터공학부 [405940]	1	교필		KY677-U3	대학생활길잡이	1	정재웅	월(18:50~19:40)	7316()	18/18	조회	조회	교양필수 / 이공계융합계열 A반 수강 / 재학생, 편입생 : 수리금융학 신청
컴퓨터공학부 [405940]	1	교필		KY677-V1	대학생활길잡이	1	박동련	수(18:50~19:40)	7202()	21/25	조회	조회	교양필수 / 이공계융합계열 B반 수강 / 재학생, 편입생 : 응용통계학 신청
컴퓨터공학부 [405940]	1	교필		KY677-V3	대학생활길잡이	1	유한나	수(18:50~19:40)	7215()	24/25	조회	조회	교양필수 / 이공계융합계열 B반 수강 / 재학생, 편입생 : 응용통계학 신청
컴퓨터공학부 [405940]	1	교필		KY677-W2	대학생활길잡이	1	박상현	월(18:50~19:40)	10204()	22/20	조회		교양필수 / 특수체육학계열 A반 수강 / 재학생, 편입생 : 특수체육학 신청
컴퓨터공학부 [405940]	1	교필		KY677-W3	대학생활길잡이	1	조규청	월(18:50~19:40)	10201()	16/20	조회		교양필수 / 특수체육학계열 A반 수강 / 재학생, 편입생 : 특수체육학 신청
컴퓨터공학부 [405940]	1	교필		KY677-X1	대학생활길잡이	1	이성구	수(18:50~19:40)	18312()	24/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(A), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-X2	대학생활길잡이	1	박성진	수(18:50~19:40)	18314()	25/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(A), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-X3	대학생활길잡이	1	류승택	수(18:50~19:40)	18419()	24/25	조회		교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(B), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-X4	대학생활길잡이	1	윤효석	수(18:50~19:40)	18422()	25/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(B), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-X5	대학생활길잡이	1	이양선	수(18:50~19:40)	18424()	16/25	조회		교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(C), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-X6	대학생활길잡이	1	김성기	월(18:50~19:40)	18312()	25/25	조회		교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(C), 컴퓨터공학부 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y1	대학생활길잡이	1	조성호	월(18:50~19:40)	18314()	25/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(D), 소웨융 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y2	대학생활길잡이	1	안현	월(18:50~19:40)	18419()	29/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(D), 소웨융 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y3	대학생활길잡이	1	손승일	수(18:50~19:40)	18521()	19/25	조회		교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(E), 소웨융 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y4	대학생활길잡이	1	이경옥	월(18:50~19:40)	18422()	17/25	조회		교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(E), 소웨융 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y5	대학생활길잡이	1	이용걸	월(18:50~19:40)	18424()	19/25	조회	조회	교양필수 / AI·SW계열 수강 / 재학생, 편입생 : AISW계열(F), 소웨융 신청
컴퓨터공학부 [405940]	1	교필		KY677-Y7	대학생활길잡이	1	백수진	월(18:50~19:40)	18104()	32/35	조회		교양필수 / AI·SW계열 수강
컴퓨터공학부 [405940]	1	교필		KY677-Z1	대학생활길잡이	1	김상원	월(18:50~19:40)	20307()	17/18	조회		교양필수 / 휴먼서비스계열 D반 수강 / 재학생, 편입생 : 심리아동학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Z3	대학생활길잡이	1	안도연	월(18:50~19:40)	20301()	15/18	조회	조회	교양필수 / 휴먼서비스계열 D반 수강 / 재학생, 편입생 : 심리아동학 신청
컴퓨터공학부 [405940]	1	교필		KY677-Z4	대학생활길잡이	1	구훈정	월(18:50~19:40)	20306()	18/18	조회	조회	교양필수 / 휴먼서비스계열 D반 수강 / 재학생, 편입생 : 심리아동학 신청
컴퓨터공학부 [405940]	1	교필		KY879-A	기독교와인문학	2	정용택	화(11:00~12:40)	18420()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY879-B	기독교와인문학	2	진형섭	수(11:00~12:40)	18420()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY879-C	기독교와인문학	2	진형섭	금(11:00~12:40)	18420()	79/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY879-D	기독교와인문학	2	진형섭	금(13:00~14:40)	18420()	80/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY882-A	기독교와세계종교	2	박재형	월(11:00~12:40)	18420()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY882-B	기독교와세계종교	2	박재형	월(17:30~19:10)	18420()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY883-A	영화속의기독교	2	강은미	금(11:00~12:40)	18211()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필		KY883-B	영화속의기독교	2	강은미	금(13:00~14:40)	18211()	90/90	조회	조회	교필과목/기독교과목
컴퓨터공학부 [405940]	1	교필	글로벌	KYC54-A1	Essential English	3	강윤형	월(09:30~10:45)수(11:00~12:15)	18102()	30/33	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / 말하기 수업
컴퓨터공학부 [405940]	1	교필	글로벌	KYC54-A2	Essential English	3	차윤정	월(09:30~10:45)수(11:00~12:15)	18106()	40/41	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / 독해수업
컴퓨터공학부 [405940]	1	교필	글로벌	KYC54-A3	Essential English	3	목승혜	월(09:30~10:45)수(11:00~12:15)	18103()	41/41	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / 독해수업
컴퓨터공학부 [405940]	1	교필	글로벌	KYC54-A4	Essential English	3	고우경	월(09:30~10:45)수(11:00~12:15)	18104()	40/41	조회	조회	경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / 독해수업
컴퓨터공학부 [405940]	1	교필	글로벌	KYC54-B1	Essential English	3	김나영	월(11:00~12:15)수(09:30~10:45)	18211-1()	41/41	조회		경영/미디어, 휴먼서비스, 이공계, AISW 계열, AI시스템반도체 수강 / 2024학번 교양필수 / 독해수업
